	CTL_1	CTL_2	CTL_3	CTL_4	epm2a_1	epm2a_2	epm2a_3	epm2b_1	epm2b_2	epm2b_3	epm2b_4
ENSMUSG00000115461	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115650	16	21	14	19	22	10	14	13	13	18	17
ENSMUSG00000115755	1	0	1	1	0	1	0	0	4	0	0
ENSMUSG00000115818	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033214	676	751	676	629	670	777	818	596	684	699	698
ENSMUSG00000118561	1	1	1	0	2	1	1	0	0	0	0
ENSMUSG00000118534	0	0	0	2	0	0	1	0	1	0	0
ENSMUSG00000115663	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088995	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115558	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115581	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058953	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115126	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115786	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115260	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058126	6	1	1	4	3	4	5	3	6	7	7
ENSMUSG00000086415	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115269	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115572	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115658	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103140	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115320	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115309	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115372	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000114979	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088802	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089726	14	20	14	7	11	14	9	10	5	8	14
ENSMUSG00000065508	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065403	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065416	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065442	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076256	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076062	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022112	599	642	549	602	555	595	657	446	583	611	506
ENSMUSG00000093551	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093589	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093497	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104296	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058571	91	134	109	98	106	126	115	73	82	102	92
ENSMUSG00000098648	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022129	9	8	5	5	8	14	10	6	8	9	9
ENSMUSG00000115689	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022130	115	100	87	104	74	99	82	84	103	98	97
ENSMUSG00000022131	335	300	284	291	290	348	341	244	310	293	297
ENSMUSG00000115774	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061517	117	118	126	83	109	95	142	95	117	133	112
ENSMUSG00000090534	7	12	6	16	10	7	8	5	17	6	8
ENSMUSG00000098612	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092109	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088095	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115258	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000096997	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099911	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115515	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032849	129	143	137	133	150	182	172	129	150	127	164
ENSMUSG00000115075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064644	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098433	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000098630	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000088105	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022132	529	472	432	469	424	533	589	351	537	497	501
ENSMUSG00000077661	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042156	1386	1276	1139	1017	1116	1291	1327	988	1160	1187	1103
ENSMUSG00000115718	8	5	10	5	5	5	5	3	2	5	4
ENSMUSG00000022136	1349	1286	1178	1194	1347	1553	1585	913	1126	1145	1126
ENSMUSG00000115220	32	40	49	39	42	37	28	39	44	37	41
ENSMUSG00000042104	562	586	516	515	437	521	400	408	471	448	429
ENSMUSG00000087479	70	49	59	43	51	46	49	56	43	42	43
ENSMUSG00000053465	91	125	104	104	115	112	111	100	111	116	95
ENSMUSG00000115684	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115196	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100274	0	0	0	1	1	0	0	0	0	1	2
ENSMUSG00000115223	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115639	1	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000044819	1	6	3	8	7	4	1	7	5	3	2
ENSMUSG00000115133	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115146	5	5	8	5	4	6	4	4	8	3	4
ENSMUSG00000114983	0	1	0	0	0	0	0	1	0	0	1
ENSMUSG00000022139	3863	3717	3296	3386	3468	3654	3501	2526	2979	3172	2914
ENSMUSG00000097903	12	8	6	11	7	8	3	10	6	7	8
ENSMUSG00000051615	1307	1207	1202	1191	1365	1424	1521	1089	1349	1291	1270
ENSMUSG00000115648	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115630	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090284	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084476	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115835	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115163	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115028	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000030662	2460	2354	2155	2419	2217	2590	2474	1655	1918	2144	2039
ENSMUSG00000025555	933	928	836	806	912	938	966	810	871	850	899
ENSMUSG00000085133	983	931	843	833	809	956	905	700	877	817	789
ENSMUSG00000063410	512	578	565	503	532	539	627	426	466	530	475
ENSMUSG00000115666	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115123	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025557	1	0	0	1	0	0	4	0	0	0	2
ENSMUSG00000115390	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115408	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025558	2856	2934	2654	2532	2394	2944	2835	2271	2458	2586	2670
ENSMUSG00000115443	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102112	3	1	2	3	0	2	1	3	3	5	2
ENSMUSG00000041765	365	345	361	346	343	433	473	323	368	382	402
ENSMUSG00000050350	0	0	0	0	0	1	1	1	0	0	1
ENSMUSG00000051212	11	23	16	20	20	23	32	17	30	13	34
ENSMUSG00000071229	2	1	0	0	0	1	0	3	0	0	0
ENSMUSG00000115121	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085615	21	12	12	7	9	12	11	18	10	8	5
ENSMUSG00000025544	2050	2203	1918	1786	1860	2087	2273	1715	1966	2056	2017
ENSMUSG00000066538	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000090674	0	0	1	0	1	1	1	0	0	0	1
ENSMUSG00000025545	232	203	181	233	205	245	230	191	227	212	223
ENSMUSG00000100585	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115263	78	61	79	66	57	70	70	89	105	63	80
ENSMUSG00000095311	0	0	0	1	1	1	0	0	0	0	0
ENSMUSG00000064052	1	1	1	1	2	0	1	0	1	0	1
ENSMUSG00000041703	118	133	113	111	91	125	114	92	91	88	105
ENSMUSG00000085555	17	14	15	11	13	12	16	19	13	21	17
ENSMUSG00000061524	444	509	407	412	411	512	538	367	384	413	462
ENSMUSG00000075465	1	0	0	0	0	2	2	1	3	0	2
ENSMUSG00000093669	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115652	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041650	546	557	515	540	431	502	535	421	477	523	527
ENSMUSG00000115256	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000115264	0	1	2	1	0	0	1	2	0	0	0
ENSMUSG00000041625	349	353	272	348	316	361	375	255	317	304	308
ENSMUSG00000075463	20	34	24	22	15	35	18	14	13	13	22
ENSMUSG00000041594	311	314	278	306	273	288	279	220	249	248	246
ENSMUSG00000085423	7	6	5	10	2	9	4	5	3	1	8
ENSMUSG00000115016	0	0	1	1	0	0	0	0	2	0	1
ENSMUSG00000115758	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000197	2321	2396	2048	2169	1909	2205	2155	1577	1862	2055	1846
ENSMUSG00000115674	0	0	0	1	0	1	0	2	1	0	0
ENSMUSG00000032925	57	52	44	46	35	48	34	41	32	36	38
ENSMUSG00000082793	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000077481	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025551	808	872	808	837	761	825	737	577	706	700	675
ENSMUSG00000101445	4	0	4	1	3	4	2	4	4	3	3
ENSMUSG00000082738	0	1	1	1	2	1	0	2	0	1	1
ENSMUSG00000099994	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115472	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115191	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108568	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114970	3	9	5	4	12	13	8	8	12	12	11
ENSMUSG00000115490	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115035	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115502	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115013	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115397	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114999	1	1	0	3	1	0	0	1	1	1	2
ENSMUSG00000064373	5366	4772	4195	4796	4367	5047	4854	3534	4238	4354	4352
ENSMUSG00000091119	2	1	0	4	1	3	3	2	1	0	0
ENSMUSG00000055737	217	206	169	191	178	196	178	136	197	190	158
ENSMUSG00000080595	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098177	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087921	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115843	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022184	71	85	60	71	107	91	94	60	73	85	77
ENSMUSG00000041935	1771	1923	1694	1706	1629	1818	1730	1216	1563	1592	1552
ENSMUSG00000115206	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097662	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000087221	16	30	21	16	18	15	13	18	16	20	26
ENSMUSG00000022186	4990	4934	4687	4778	4585	5026	5137	3873	4650	4914	4904
ENSMUSG00000086297	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115032	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049148	157	220	193	221	177	192	173	107	130	163	128
ENSMUSG00000022181	0	0	1	0	0	1	0	1	0	0	1
ENSMUSG00000115259	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115415	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115205	0	2	4	3	2	2	1	2	1	0	2
ENSMUSG00000022155	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000079105	10	9	5	4	8	7	9	8	6	7	4
ENSMUSG00000065714	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080720	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041849	36	30	25	32	40	42	40	40	40	37	30
ENSMUSG00000041841	1998	1776	1793	1941	1834	1969	2343	1798	2379	2477	2445
ENSMUSG00000077737	6	6	7	10	4	5	4	6	5	12	8
ENSMUSG00000068706	20	13	15	6	17	15	7	4	7	4	5
ENSMUSG00000050697	735	706	587	691	562	681	617	473	549	616	502
ENSMUSG00000087532	3	1	1	0	1	2	1	1	0	0	1
ENSMUSG00000022151	829	790	766	815	688	786	797	582	782	785	761
ENSMUSG00000039942	22	26	15	15	27	27	20	17	16	22	33
ENSMUSG00000084024	5	2	3	2	3	2	1	2	2	1	0
ENSMUSG00000115748	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114998	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114992	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115116	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110018	0	1	1	0	0	2	0	1	0	1	0
ENSMUSG00000115185	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098565	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115106	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115342	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115093	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094402	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022150	208	218	180	173	211	218	215	159	193	193	236
ENSMUSG00000089771	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115132	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022149	0	2	1	0	0	0	1	0	2	0	2
ENSMUSG00000088749	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022148	36	34	40	54	61	95	128	71	65	82	90
ENSMUSG00000089647	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000067547	5	1	0	3	0	1	1	2	7	3	2
ENSMUSG00000050310	1570	1469	1364	1384	1114	1424	1217	946	1055	1060	1021
ENSMUSG00000022146	69	83	89	65	188	243	211	129	148	152	225
ENSMUSG00000104334	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000054263	669	618	620	574	631	696	712	481	602	588	622
ENSMUSG00000042961	59	71	51	46	51	48	44	40	41	39	52
ENSMUSG00000089966	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090199	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115033	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103142	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115497	6	2	2	3	4	2	0	1	0	1	0
ENSMUSG00000115765	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022144	7	11	7	5	11	21	8	9	9	6	8
ENSMUSG00000039828	305	266	235	306	263	287	311	229	274	254	252
ENSMUSG00000116090	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098281	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022142	510	496	445	503	425	539	452	330	412	423	403
ENSMUSG00000039801	1065	1068	985	948	895	1008	911	745	845	923	859
ENSMUSG00000064566	6	5	4	0	1	3	2	2	2	1	2
ENSMUSG00000022141	1095	1154	1057	965	1115	1260	1157	778	999	1006	999
ENSMUSG00000115640	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115591	16	13	10	9	14	12	17	8	9	18	15
ENSMUSG00000115480	1	2	0	0	1	1	0	0	0	0	0
ENSMUSG00000095663	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078850	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005360	9209	9166	8129	9030	8812	11105	11648	7532	8944	9780	8732
ENSMUSG00000103047	17	14	12	9	23	27	13	21	15	25	25
ENSMUSG00000107028	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000098190	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048424	55	81	62	59	40	39	46	46	43	66	53
ENSMUSG00000022253	257	309	262	269	296	296	329	197	233	288	289
ENSMUSG00000054115	13	18	21	29	19	24	24	8	18	15	18
ENSMUSG00000039704	284	367	340	354	309	329	323	179	288	317	237
ENSMUSG00000115409	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072664	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049152	5	0	3	0	1	0	0	0	1	0	1
ENSMUSG00000115147	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039676	24	15	15	22	20	21	20	29	24	21	17
ENSMUSG00000118411	1	0	0	1	0	1	0	0	1	0	1
ENSMUSG00000003882	3	3	7	5	13	10	11	9	10	7	13
ENSMUSG00000072663	75	76	68	73	47	68	47	49	62	59	53
ENSMUSG00000088156	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005268	249	335	269	272	235	219	200	154	206	228	210
ENSMUSG00000094814	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089678	1	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000044224	409	390	355	368	385	387	436	287	377	354	350
ENSMUSG00000022247	310	364	272	292	269	323	353	283	312	348	325
ENSMUSG00000022248	136	123	142	128	130	136	171	104	138	151	131
ENSMUSG00000022249	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091615	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052482	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000022246	201	166	177	158	184	190	195	131	162	171	195
ENSMUSG00000115667	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096971	3	7	8	5	8	6	6	10	8	5	10
ENSMUSG00000115151	0	0	2	0	0	0	0	0	1	0	0
ENSMUSG00000115042	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115285	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058914	4	2	3	5	6	2	1	1	2	3	2
ENSMUSG00000022244	139	149	123	124	121	158	157	129	152	135	146
ENSMUSG00000022243	0	0	1	2	2	0	2	0	3	0	2
ENSMUSG00000060735	66	64	50	51	61	50	61	41	56	63	46
ENSMUSG00000047497	11	18	10	9	7	6	14	17	7	7	10
ENSMUSG00000089304	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022241	520	537	487	538	479	563	598	386	535	507	450
ENSMUSG00000115076	0	1	0	0	1	0	1	0	0	0	0
ENSMUSG00000115804	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115585	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000022206	182	179	162	193	157	182	166	112	150	161	158
ENSMUSG00000115240	0	0	0	3	0	0	0	1	0	0	0
ENSMUSG00000099349	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088803	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022205	2770	2822	2565	2730	2528	2677	2656	2117	2772	2718	2666
ENSMUSG00000107344	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115441	2	2	1	2	2	4	0	2	5	4	1
ENSMUSG00000022201	5340	5840	5069	5046	4917	5446	5352	3929	4942	5009	4718
ENSMUSG00000089250	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084592	14	6	5	5	7	6	8	10	6	5	5
ENSMUSG00000115017	0	1	1	0	2	1	2	1	0	2	3
ENSMUSG00000115153	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115356	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039458	597	562	551	556	550	615	574	450	566	556	581
ENSMUSG00000115594	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097221	6	3	7	5	1	3	3	0	0	7	1
ENSMUSG00000022200	1515	1504	1379	1381	1440	1638	1655	1133	1242	1362	1189
ENSMUSG00000022197	923	978	837	838	1036	1016	995	757	910	885	777
ENSMUSG00000095516	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078300	2	1	0	0	1	1	1	2	1	0	1
ENSMUSG00000103130	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000095842	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115201	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115119	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115024	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000022195	605	555	563	563	537	601	562	489	567	512	529
ENSMUSG00000022191	1451	1428	1308	1179	1358	1504	1622	1174	1331	1427	1340
ENSMUSG00000104911	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115807	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089564	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039385	385	416	351	370	377	398	400	287	384	409	364
ENSMUSG00000115347	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115481	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000115703	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115081	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115419	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115824	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115551	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115782	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095874	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092919	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115208	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114972	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115266	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088704	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000115524	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115633	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115434	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115614	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115485	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115670	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025370	307	315	311	279	230	265	238	231	247	229	229
ENSMUSG00000115460	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115182	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080596	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115173	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088133	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115192	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096339	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115492	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098150	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098222	0	0	1	1	1	2	0	0	0	1	0
ENSMUSG00000115358	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115766	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115254	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084873	6	9	9	7	6	2	1	3	5	3	5
ENSMUSG00000022321	647	681	619	646	590	677	646	438	550	557	550
ENSMUSG00000115815	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000115803	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115588	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115352	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114971	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115717	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115516	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115413	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115298	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115233	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115830	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089320	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102810	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115112	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115086	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115203	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115122	5	6	3	0	9	7	4	7	5	7	2
ENSMUSG00000040452	215	233	225	209	201	247	193	126	182	209	165
ENSMUSG00000115155	0	3	0	0	0	0	0	2	1	1	0
ENSMUSG00000047565	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000089258	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098821	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115631	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000095678	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103296	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105214	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115708	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098700	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040420	447	407	444	441	364	424	363	303	374	382	406
ENSMUSG00000021927	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000091194	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000094031	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115560	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115193	0	0	0	0	0	1	2	0	1	0	1
ENSMUSG00000115788	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087760	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115129	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115365	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115586	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115341	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115528	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115198	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000115079	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115047	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115004	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115048	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115607	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064675	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115261	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000097452	133	144	125	151	109	146	126	99	143	128	125
ENSMUSG00000115174	0	0	0	0	0	1	2	0	1	0	0
ENSMUSG00000051237	1	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000115840	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103315	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000115355	1	0	0	1	0	1	1	0	0	0	2
ENSMUSG00000045763	3671	3567	3240	3401	3420	3447	3944	2981	3427	3350	3294
ENSMUSG00000056089	4	6	3	5	5	9	5	2	1	4	2
ENSMUSG00000115850	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115729	34	45	37	33	29	30	35	35	44	32	40
ENSMUSG00000115204	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000022272	660	691	599	637	613	670	703	546	598	590	624
ENSMUSG00000115252	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089639	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115593	5	0	4	0	3	3	4	1	2	2	5
ENSMUSG00000022270	715	747	641	690	706	765	749	529	618	664	687
ENSMUSG00000098719	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000052253	419	441	380	393	422	455	482	345	452	443	436
ENSMUSG00000115335	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022269	54	46	50	46	57	59	67	55	62	55	49
