	ctrl1_Chap	ctrl1_noChap	ctrl2_Chap	ctrl2_noChap	ctrl3_Chap	ctrl3_noChap	pat1_Chap	pat1_noChap	pat2_Chap	pat2_noChap	pat3_Chap	pat3_noChap
ENSG00000169635	79	147	98	116	48	57	84	184	46	49	77	72
ENSG00000183506	31	21	42	41	53	31	49	61	32	26	37	47
ENSG00000185651	769	602	936	664	612	381	720	675	662	602	1003	822
ENSG00000161179	68	53	73	42	61	31	76	52	48	58	88	56
ENSG00000128228	83	73	130	77	69	37	92	81	74	73	115	86
ENSG00000100023	495	438	601	416	458	271	696	577	425	391	646	565
ENSG00000100027	41	87	92	52	90	60	78	80	45	51	127	72
ENSG00000100030	1588	1289	1923	1508	1897	1169	1873	1585	1332	1121	1857	1527
ENSG00000100034	601	584	711	555	436	263	799	646	527	462	675	583
ENSG00000224086	82	43	66	43	51	30	83	63	53	31	68	69
ENSG00000100038	144	140	178	136	114	90	198	174	135	124	210	194
ENSG00000272779	20	7	23	25	36	8	36	22	8	14	27	12
ENSG00000198477	23	6	17	9	9	7	25	27	13	16	34	26
ENSG00000100218	25	19	8	3	23	9	8	4	3	4	5	2
ENSG00000128266	229	160	34	20	178	82	34	35	11	6	16	8
ENSG00000100228	168	99	127	88	64	52	121	124	70	83	107	113
ENSG00000186716	376	300	380	304	358	244	441	387	384	342	535	475
ENSG00000159496	60	128	121	87	47	57	185	183	77	92	129	129
ENSG00000187792	39	42	53	29	59	23	55	58	30	29	56	50
ENSG00000169314	15	26	22	1	3	29	8	13	6	3	24	5
ENSG00000250479	48	53	76	56	88	43	57	54	46	34	53	48
ENSG00000099953	147	162	284	242	609	740	136	141	69	52	96	95
ENSG00000267954	57	67	123	94	315	326	68	63	39	35	46	57
ENSG00000099956	654	526	687	479	742	538	594	456	499	401	640	598
ENSG00000099958	4	4	3	8	17	12	9	11	1	2	3	3
ENSG00000133460	63	60	70	59	37	52	101	93	57	80	88	99
ENSG00000240972	289	404	1005	455	553	519	266	326	223	376	626	373
ENSG00000218537	1028	799	1997	1563	1841	1007	1039	1196	678	1322	1224	1392
ENSG00000099974	53	112	199	70	113	96	75	69	73	84	196	72
ENSG00000099977	129	43	103	146	174	48	140	156	153	165	83	163
ENSG00000099984	32	29	37	21	5	3	13	7	1	2	34	29
ENSG00000184674	0	0	225	154	249	184	0	0	280	315	297	276
ENSG00000099991	665	712	809	630	633	484	959	874	532	448	686	664
ENSG00000099994	31	29	688	698	12	10	12	11	23	19	33	28
ENSG00000099998	100	131	99	157	107	85	49	106	89	161	162	344
ENSG00000128262	33	61	22	30	5	8	11	47	13	40	8	59
ENSG00000100014	300	288	433	423	355	229	414	406	344	371	519	507
ENSG00000138867	683	584	753	492	482	378	641	588	508	503	721	701
ENSG00000100028	562	519	644	414	437	337	583	523	517	435	712	607
ENSG00000178026	50	64	102	65	44	33	103	117	52	58	107	76
ENSG00000197077	8	19	27	24	110	70	52	40	199	106	74	40
ENSG00000100068	11	66	17	17	8	8	31	55	9	24	26	28
ENSG00000100058	92	93	187	115	170	142	135	160	87	93	150	147
ENSG00000272977	10	12	27	15	6	2	28	22	21	14	27	27
ENSG00000100077	49	32	46	25	6	2	22	28	17	29	20	21
ENSG00000100095	2	0	7	6	8	1	78	92	0	0	1	1
ENSG00000128203	37	42	38	28	45	26	42	51	103	109	72	75
ENSG00000100099	301	300	454	347	301	232	568	548	360	363	509	458
ENSG00000100104	235	238	317	195	189	148	265	229	191	210	326	293
ENSG00000100109	517	472	642	507	344	188	543	579	395	377	563	558
ENSG00000260065	37	44	119	76	113	73	59	47	24	14	45	63
ENSG00000128294	184	161	450	337	581	377	187	149	159	172	254	283
ENSG00000225783	142	232	42	30	9	11	35	33	8	9	21	73
ENSG00000206028	36	36	12	6	1	5	7	8	3	3	1	11
ENSG00000244625	27	18	18	26	29	12	31	35	23	20	18	41
ENSG00000233521	4	2	43	29	28	11	12	26	14	18	24	34
ENSG00000169184	683	897	1237	1382	873	664	2024	2207	873	658	1897	1590
ENSG00000180957	317	288	424	260	294	221	344	320	143	208	359	258
ENSG00000235954	128	180	196	174	107	78	215	214	88	101	143	130
ENSG00000100154	1019	984	1174	1003	519	306	1378	1546	694	753	1076	1108
ENSG00000183765	127	98	103	117	41	23	116	122	149	152	151	169
ENSG00000100209	93	81	125	87	46	36	88	75	92	122	167	125
ENSG00000159873	267	253	370	256	299	202	293	300	266	235	367	365
ENSG00000100219	1845	2025	2712	2364	1673	1024	2257	2505	1673	1939	2858	2822
ENSG00000183579	105	92	117	66	61	43	126	130	67	74	99	89
ENSG00000183762	638	723	411	319	292	185	590	600	206	217	266	240
ENSG00000100263	148	159	186	154	101	66	235	243	118	148	249	174
ENSG00000182944	2413	3083	2782	1986	1401	1083	3441	3650	1449	1469	2493	2031
ENSG00000185340	301	241	352	255	337	216	267	276	184	180	289	174
ENSG00000100280	775	502	790	567	729	400	723	578	501	423	627	512
ENSG00000225465	1	0	2	3	2	2	16	11	10	7	24	23
ENSG00000100285	3	4	13	5	31	19	43	38	47	39	92	66
ENSG00000100296	354	295	572	471	476	375	573	517	537	472	701	558
ENSG00000184117	469	364	350	206	336	226	401	274	263	268	382	355
ENSG00000186575	746	500	932	584	652	355	778	687	480	421	659	484
ENSG00000100314	41	71	76	36	39	37	30	32	35	28	94	48
ENSG00000100319	142	123	156	110	135	75	105	111	114	129	171	147
ENSG00000184076	264	198	387	255	259	151	276	249	290	272	384	261
ENSG00000100325	545	424	693	470	462	298	623	489	440	408	665	558
ENSG00000100330	668	720	753	580	520	355	783	789	405	425	545	580
ENSG00000227117	25	19	24	26	9	2	22	13	17	9	15	17
ENSG00000232530	3	33	16	2	0	12	2	1	3	2	9	3
ENSG00000128342	2914	4603	1803	1486	415	991	1269	2609	2150	1541	1422	1043
ENSG00000268812	130	32	15	60	21	12	55	92	68	58	17	42
ENSG00000099992	135	148	192	189	244	137	223	241	106	91	129	142
ENSG00000099995	1143	1093	1193	842	979	685	1267	1176	875	758	1204	997
ENSG00000187860	55	54	68	69	63	44	89	87	59	57	74	66
ENSG00000241528	16	8	17	13	16	12	36	27	14	25	33	19
ENSG00000099999	139	149	224	148	168	118	214	234	163	158	260	229
ENSG00000100003	127	150	208	166	84	54	132	136	67	53	77	63
ENSG00000225774	22	23	11	4	0	1	10	9	5	4	2	0
ENSG00000100029	872	774	1194	829	796	523	1149	1063	694	757	1142	1016
ENSG00000185339	61	57	106	81	47	44	72	72	148	162	139	170
ENSG00000100036	72	98	139	96	90	88	200	135	116	81	113	82
ENSG00000167065	53	33	65	44	58	29	85	57	57	52	73	60
ENSG00000184792	8	4	22	12	31	35	67	56	37	23	9	5
ENSG00000235989	60	69	92	63	63	43	99	97	49	51	91	89
ENSG00000133422	442	464	575	466	575	326	708	761	453	484	711	664
ENSG00000253352	1715	1441	2112	1450	1374	874	2540	2128	1280	1333	1849	1877
ENSG00000269987	178	198	277	171	168	118	277	240	130	167	267	186
ENSG00000269972	138	117	185	120	116	93	220	215	98	125	187	173
ENSG00000183963	946	948	1229	804	971	606	1083	810	470	384	885	554
ENSG00000273387	63	46	66	52	76	39	69	34	39	19	36	25
ENSG00000198832	855	1007	1231	855	915	701	960	861	670	1011	1194	1032
ENSG00000185133	7	5	4	2	19	12	3	2	3	2	3	16
ENSG00000138942	421	333	597	392	472	323	485	483	374	423	594	562
ENSG00000254835	46	38	81	45	59	38	58	64	45	43	79	57
ENSG00000182541	159	146	223	176	261	194	166	174	143	124	215	235
ENSG00000100100	111	134	271	165	43	39	174	197	273	252	384	337
ENSG00000100105	230	196	210	158	150	103	276	240	195	201	265	286
ENSG00000185721	450	433	548	385	389	224	432	404	422	406	551	482
ENSG00000184708	250	226	318	218	251	186	318	272	252	198	352	290
ENSG00000240591	22	14	16	11	14	13	12	18	8	13	16	18
ENSG00000198089	132	148	165	120	139	96	246	219	142	121	197	146
ENSG00000241878	216	271	308	233	220	172	318	406	247	230	415	378
ENSG00000183530	353	165	350	150	287	141	374	219	278	257	387	398
ENSG00000100150	96	111	121	97	101	45	150	129	77	67	115	115
ENSG00000128245	1300	913	1778	1066	2727	1707	1424	973	1288	894	2043	1428
ENSG00000232346	22	33	19	5	20	28	16	14	3	5	22	4
ENSG00000100220	746	610	1014	618	648	393	788	658	566	553	888	770
ENSG00000100225	920	867	1056	826	858	597	1031	1063	666	690	1106	914
ENSG00000100234	14525	15515	44892	41272	8999	7032	13250	13640	16386	14154	27752	18656
ENSG00000183531	1770	1955	5632	4784	1129	909	1568	1519	1844	1622	3210	2026
ENSG00000133424	204	217	297	245	215	179	232	250	159	188	309	281
ENSG00000100281	444	402	545	361	370	226	580	476	394	426	543	506
ENSG00000100284	546	682	1229	780	610	568	733	1064	597	703	1212	1199
ENSG00000100292	4169	5718	4146	3875	287	350	3368	6198	1504	3577	2071	3211
ENSG00000100297	513	275	375	177	178	97	553	225	410	95	503	150
ENSG00000100302	32	55	12	32	163	118	2	27	6	9	6	7
ENSG00000221963	805	852	995	706	173	191	979	1094	789	849	1001	1008
ENSG00000100320	3206	2486	2801	2081	2365	1540	3074	2584	1796	1567	2477	2115
ENSG00000128284	252	248	240	217	15	17	121	126	438	458	529	539
ENSG00000100336	10	5	12	15	0	3	37	76	26	68	0	0
ENSG00000128335	368	375	555	374	213	148	337	310	294	359	425	440
ENSG00000100342	93	139	513	507	22	15	87	117	606	785	561	663
ENSG00000100345	30033	22481	40603	30969	86595	54536	24456	21729	10372	9152	17474	16444
ENSG00000100348	540	517	725	458	385	244	675	534	656	608	886	784
ENSG00000100350	169	119	199	134	112	106	288	225	201	168	330	254
ENSG00000100353	2139	2038	2340	1842	1587	1139	2213	2151	1887	1724	2671	2208
ENSG00000100360	202	184	205	170	121	101	407	286	198	224	318	254
ENSG00000128311	187	162	201	127	160	69	146	155	168	147	168	182
ENSG00000128309	256	273	293	202	301	215	280	284	247	262	287	280
ENSG00000100379	257	199	247	218	216	118	286	273	203	185	277	238
ENSG00000235237	38	44	39	36	34	22	58	98	44	46	49	83
ENSG00000133466	218	300	308	253	217	174	560	719	278	414	502	683
ENSG00000128340	31	22	92	41	15	10	42	42	66	66	131	72
ENSG00000166897	182	169	142	93	4	0	36	22	19	5	1	0
ENSG00000272694	23	26	17	9	0	0	6	0	2	0	1	0
ENSG00000100065	110	88	66	42	458	246	285	149	235	108	237	105
ENSG00000128283	1414	1195	1977	1650	2067	1480	1517	1422	924	983	1712	1532
ENSG00000100083	457	498	553	457	461	302	564	580	427	400	609	539
ENSG00000100092	150	133	75	40	44	36	78	81	47	44	122	72
ENSG00000233360	64	65	27	20	10	15	33	18	17	12	35	32
ENSG00000100097	16333	11189	20855	12822	17386	9329	16118	11630	11945	10317	15686	10610
ENSG00000100101	122	146	153	91	77	61	162	124	92	88	130	119
ENSG00000100106	751	514	554	405	270	132	582	521	479	443	545	421
ENSG00000189060	1334	1073	1921	1539	1847	1770	1448	1579	1029	1094	1318	1253
ENSG00000100116	118	82	104	60	143	98	180	125	107	75	136	116
ENSG00000100124	167	175	245	158	145	114	202	243	193	160	228	217
ENSG00000100129	3194	2981	4224	2942	2587	1940	3459	3541	2900	2887	4056	3839
ENSG00000100139	745	714	1186	956	1430	968	1057	976	418	423	809	685
ENSG00000128346	93	125	193	140	178	173	154	179	66	85	128	110
ENSG00000100142	294	264	400	302	272	217	309	244	333	285	466	394
ENSG00000100151	97	80	91	90	150	118	80	100	78	72	94	100
ENSG00000128298	10	3	38	16	5	4	28	25	32	23	52	40
ENSG00000184381	91	164	126	105	98	82	250	238	145	166	207	202
ENSG00000185022	1361	1799	1243	1206	670	635	1279	1961	970	1022	1346	976
ENSG00000198792	820	662	1410	1034	1219	719	1022	880	687	600	992	844
ENSG00000235246	25	14	38	19	37	21	19	19	16	16	19	21
ENSG00000213923	1609	1651	1907	1362	1793	1333	1765	1901	1160	1136	1743	1492
ENSG00000100196	622	489	1120	718	885	515	968	646	767	678	954	684
ENSG00000100201	3779	3939	5102	3411	3625	2680	8075	6778	3318	3569	4853	5043
ENSG00000184949	24	31	27	22	14	12	76	58	16	41	52	43
ENSG00000100211	284	225	368	281	187	128	286	249	286	320	363	355
ENSG00000228274	101	85	122	109	67	40	167	135	121	146	138	173
ENSG00000100216	464	386	534	370	406	243	509	371	329	363	515	435
ENSG00000100221	835	831	1022	785	817	518	1015	1046	777	747	1209	1082
ENSG00000100226	578	793	846	562	597	493	663	701	391	325	670	549
ENSG00000244491	85	71	103	85	125	59	82	83	59	63	89	83
ENSG00000100242	1936	1673	2340	1776	2360	1585	2005	1883	1020	892	1603	1621
ENSG00000230149	91	71	104	77	111	58	101	63	44	31	70	73
ENSG00000225450	48	64	104	43	59	77	46	48	38	25	56	40
ENSG00000100246	134	108	160	114	127	100	163	180	144	161	204	213
ENSG00000221890	165	148	146	90	241	135	228	165	72	69	90	90
ENSG00000183741	1651	1631	1264	905	1088	844	1544	1376	923	841	1443	1189
ENSG00000179750	78	29	34	13	12	4	38	17	34	5	35	0
ENSG00000244509	581	479	696	491	239	171	556	423	417	451	536	517
ENSG00000243811	16	21	24	18	1	1	11	12	14	18	15	22
ENSG00000128394	62	39	26	21	14	11	36	39	23	35	30	24
ENSG00000239713	62	63	72	35	14	7	60	56	74	82	55	70
ENSG00000100307	221	292	253	213	74	61	286	326	254	213	305	315
ENSG00000100316	13341	12865	18921	13828	11017	7483	16104	15993	12617	13637	18910	17864
ENSG00000100321	396	452	283	174	112	81	356	323	159	180	254	215
ENSG00000100324	285	317	339	259	225	174	364	355	281	250	407	329
ENSG00000128268	49	43	23	19	11	10	5	3	1	1	2	8
ENSG00000100335	484	462	666	488	398	275	570	612	366	388	492	533
ENSG00000128272	3470	4333	7043	4853	3833	3716	5321	5890	4258	4655	8002	6511
ENSG00000187051	212	172	371	255	236	164	291	252	253	309	484	377
ENSG00000100354	331	316	328	287	190	146	414	410	286	301	371	344
ENSG00000239900	677	522	851	547	595	470	766	668	621	613	969	909
ENSG00000100359	435	474	613	501	510	375	682	655	364	431	621	563
ENSG00000196588	732	670	972	773	841	537	588	738	366	442	637	793
ENSG00000100372	214	184	248	202	181	133	221	195	178	163	258	232
ENSG00000100380	814	809	1242	780	634	517	1049	942	868	886	1360	1132
ENSG00000196236	139	136	173	137	136	113	216	182	132	126	216	158
ENSG00000100387	216	141	298	219	231	145	246	222	231	186	232	273
ENSG00000100393	1413	1226	1536	1173	1034	662	1678	1603	860	893	1171	1327
ENSG00000232754	14	21	30	15	12	12	24	23	13	7	19	11
ENSG00000100395	313	213	352	231	218	166	413	303	268	270	428	372
ENSG00000235513	54	36	135	80	80	42	90	68	75	67	113	93
ENSG00000100399	21	17	22	19	27	11	33	25	31	27	33	43
ENSG00000100401	939	756	966	667	547	390	772	666	688	522	990	734
ENSG00000100403	2572	2127	2405	1725	1466	869	2178	2147	1502	1512	2114	1856
ENSG00000167074	402	280	481	316	218	167	376	335	396	301	467	403
ENSG00000183864	731	635	607	523	371	296	702	635	543	501	616	640
ENSG00000100410	204	201	247	156	107	83	223	165	174	178	335	271
ENSG00000100412	785	662	1070	705	887	640	915	879	730	685	1067	1015
ENSG00000100413	666	616	1085	667	628	438	863	807	676	610	1076	872
ENSG00000172346	273	262	196	95	282	292	184	161	140	120	168	119
ENSG00000100417	476	377	681	468	438	319	566	491	499	475	651	495
ENSG00000100418	293	302	603	406	437	283	461	424	342	352	569	539
ENSG00000196419	2613	2259	3017	2035	1861	1356	2834	2491	1971	1866	2924	2349
ENSG00000100138	751	659	1101	714	749	505	860	804	830	741	1147	968
ENSG00000184208	129	115	150	112	106	62	204	159	164	145	219	195
ENSG00000184068	73	17	12	43	87	15	104	58	55	54	25	53
ENSG00000198911	1571	1499	1128	786	1535	1108	1743	1337	1149	1026	1459	1236
ENSG00000100162	51	18	39	13	14	4	52	14	53	5	44	9
ENSG00000198951	481	407	501	399	379	214	570	456	316	255	435	333
ENSG00000177096	35	42	114	40	53	28	74	58	49	56	106	64
ENSG00000183172	53	23	20	28	46	22	49	44	29	39	32	59
ENSG00000184983	102	79	122	110	109	52	129	101	98	102	133	108
ENSG00000100207	18	24	19	8	17	8	23	12	9	9	25	19
ENSG00000172250	28	20	55	53	31	12	33	34	30	28	44	41
ENSG00000189306	210	188	639	371	258	211	352	278	245	238	350	285
ENSG00000183569	22	18	15	16	8	9	28	13	16	13	14	19
ENSG00000182841	39	27	55	30	19	20	51	47	23	20	61	44
ENSG00000100227	858	854	971	795	654	487	1094	1149	681	693	980	922
ENSG00000100243	4078	3483	6843	4390	6911	4571	5500	4527	5047	4289	8958	6992
ENSG00000128274	293	474	552	486	57	58	292	435	505	590	825	913
ENSG00000242247	889	1049	1007	924	959	508	1008	1226	700	644	839	782
ENSG00000100266	632	475	763	591	788	513	557	533	546	437	769	647
ENSG00000230319	11	28	35	18	13	22	21	22	28	17	67	27
ENSG00000100271	111	112	187	178	116	84	184	184	131	167	231	184
ENSG00000100294	82	89	106	62	70	44	80	82	101	82	131	122
ENSG00000100300	1129	882	1620	1101	1192	712	1417	1041	1033	1004	1658	1172
ENSG00000100304	364	289	461	340	411	326	395	361	291	304	638	511
ENSG00000186976	24	26	32	22	14	6	32	31	18	19	20	28
ENSG00000100344	37	66	35	22	41	33	66	35	15	13	11	17
ENSG00000100347	414	315	560	323	332	271	489	337	429	461	548	493
ENSG00000188677	332	259	811	529	484	379	493	445	293	297	647	481
ENSG00000138944	187	266	562	321	214	139	370	287	157	71	49	27
ENSG00000188636	931	837	1025	777	712	539	915	1031	529	439	765	666
ENSG00000186654	191	170	194	169	82	54	177	157	94	90	148	151
ENSG00000226328	26	33	37	28	32	21	46	65	33	39	39	77
ENSG00000093000	405	410	454	318	305	179	557	629	294	252	502	481
ENSG00000100364	896	1059	1272	936	502	353	1322	1551	943	894	1516	1370
ENSG00000100376	216	200	195	175	165	121	193	223	159	142	241	200
ENSG00000077942	14897	22330	7297	7363	2501	2034	11190	15539	10557	16159	30044	44432
ENSG00000130638	1525	1337	1487	1000	890	553	1075	982	927	949	1444	1113
ENSG00000273145	9	10	14	9	9	8	7	12	18	16	19	23
ENSG00000231711	37	31	43	41	5	5	31	42	29	37	22	23
ENSG00000182257	19	7	12	15	13	3	24	22	16	13	17	15
ENSG00000197182	17	53	84	115	33	64	114	215	61	46	76	70
ENSG00000186951	349	215	342	253	318	164	312	282	218	217	197	228
ENSG00000205643	47	42	78	39	35	41	76	63	51	53	105	76
ENSG00000075234	226	215	286	194	154	94	295	241	189	190	243	234
ENSG00000075218	105	51	132	49	49	13	161	31	75	10	53	7
ENSG00000100416	139	169	285	166	218	115	355	220	171	183	274	245
ENSG00000075275	86	62	115	101	41	17	15	9	21	11	21	8
ENSG00000075240	200	186	250	205	133	79	204	220	181	169	288	263
ENSG00000100422	846	934	994	661	784	556	885	858	693	599	994	824
ENSG00000260708	24	36	27	28	9	11	19	19	15	19	12	19
ENSG00000054611	324	298	467	298	323	221	362	328	283	307	452	356
ENSG00000219438	73	71	477	293	470	243	187	159	90	42	260	105
ENSG00000100425	568	747	750	546	362	260	830	870	458	518	715	671
ENSG00000100426	276	333	313	281	357	229	393	336	174	146	250	224
ENSG00000182858	313	327	378	278	240	191	304	341	256	250	332	377
ENSG00000273192	137	183	194	141	109	75	128	134	114	114	190	176
ENSG00000184164	436	358	559	415	375	218	585	482	305	301	422	442
ENSG00000198355	298	378	299	334	222	225	220	333	153	258	202	236
ENSG00000073146	45	58	10	12	6	8	16	13	4	4	27	26
ENSG00000073150	17	28	29	23	12	6	17	43	22	34	51	33
ENSG00000170638	254	305	311	254	192	141	388	321	205	223	348	312
ENSG00000273253	43	41	43	40	22	29	69	43	28	42	60	47
ENSG00000073169	192	168	261	190	121	72	313	264	191	143	288	263
ENSG00000273137	28	29	51	22	25	21	79	55	44	19	61	63
ENSG00000128159	435	627	730	570	549	424	1071	962	541	570	920	797
ENSG00000100429	12	24	34	16	7	12	46	22	16	9	32	20
ENSG00000188130	226	235	334	231	215	163	518	399	284	308	338	321
ENSG00000185386	133	115	203	163	94	45	222	174	163	141	189	127
ENSG00000196576	5701	6175	7758	6315	3296	2218	8668	8452	3320	3780	5503	5231
ENSG00000268427	206	319	417	214	109	111	383	305	146	167	318	228
ENSG00000205593	87	97	135	127	79	50	199	180	121	98	145	100
ENSG00000100239	661	600	806	571	719	492	805	792	507	540	773	715
ENSG00000100241	1451	1466	1831	1382	1673	1229	2119	1948	1267	1262	1957	1700
ENSG00000128165	549	523	791	668	483	473	845	808	517	575	900	820
ENSG00000100258	989	1067	1645	1205	908	582	1859	1695	975	996	1460	1117
ENSG00000025770	352	344	359	243	288	175	477	382	273	213	434	251
ENSG00000130489	146	132	236	174	161	103	255	203	231	195	326	253
ENSG00000272821	98	79	119	128	108	67	203	164	149	143	198	223
ENSG00000025708	164	129	262	203	145	80	220	201	226	356	448	416
ENSG00000177989	30	39	27	38	22	21	34	53	43	78	83	99
ENSG00000226738	2	5	3	3	5	1	2	6	13	20	54	37
ENSG00000130487	23	20	27	27	37	18	56	61	155	335	675	707
ENSG00000100299	404	477	636	498	427	329	954	846	502	701	784	690
ENSG00000251322	61	70	100	79	75	56	110	103	61	64	70	62
ENSG00000184319	26	25	80	34	36	48	26	27	28	23	34	36
ENSG00000079974	16	13	13	20	16	9	21	17	18	17	19	16
ENSG00000124343	7	6	395	337	47	27	179	170	309	264	325	272
ENSG00000056998	117	85	102	65	18	26	43	46	57	74	50	58
ENSG00000006756	239	255	411	345	192	127	299	314	187	248	151	211
ENSG00000229851	40	43	78	67	39	17	55	58	35	51	34	48
ENSG00000157399	21	18	9	7	12	6	8	2	2	1	2	1
ENSG00000101825	6834	8100	8888	7237	461	368	9658	9691	2271	2869	322	553
ENSG00000183943	68	69	79	67	46	48	98	68	63	87	87	83
ENSG00000205664	22	17	30	23	31	37	59	39	39	23	31	26
ENSG00000146938	169	255	27	20	0	0	21	27	11	11	0	0
ENSG00000130021	205	141	236	162	83	64	194	163	160	150	122	119
ENSG00000101846	451	442	847	623	295	248	732	702	691	661	489	443
ENSG00000006757	112	78	124	96	48	32	115	90	173	199	183	170
ENSG00000011201	18	12	0	0	27	12	1	0	2	0	1	0
ENSG00000101849	495	423	507	406	255	200	507	595	332	440	416	486
ENSG00000146950	104	63	94	53	25	24	29	10	0	1	0	0
ENSG00000047644	402	447	716	608	1083	722	474	447	469	377	755	608
ENSG00000073464	15	6	19	14	10	4	36	29	21	15	32	42
ENSG00000101871	1285	1191	473	339	67	61	686	698	394	474	847	655
ENSG00000004961	268	206	297	184	285	147	253	236	191	208	344	290
ENSG00000047648	85	97	49	35	56	63	26	28	83	87	105	97
ENSG00000005302	219	207	357	258	259	212	359	292	236	203	354	283
ENSG00000169933	0	1	115	84	12	11	26	28	66	57	104	92
ENSG00000101911	282	194	304	171	136	108	307	203	216	162	312	213
ENSG00000205542	2534	2832	10656	4330	5015	5890	4313	3142	4320	4064	11535	6093
ENSG00000198759	631	1191	35	46	0	0	201	317	11	25	73	114
ENSG00000176896	17	8	35	22	13	17	29	22	30	34	38	33
ENSG00000123595	307	351	412	323	174	126	276	286	277	298	359	364
ENSG00000196459	130	107	148	137	118	85	163	127	138	137	109	144
ENSG00000046651	193	245	313	219	168	124	305	311	219	238	250	223
ENSG00000046653	50	57	21	25	27	41	62	57	5	9	13	22
ENSG00000046647	133	143	254	182	112	81	210	214	214	248	201	182
ENSG00000181544	35	20	26	15	9	13	24	7	6	4	16	5
ENSG00000130150	331	311	326	227	248	230	193	192	254	237	305	243
ENSG00000165195	135	164	127	89	116	66	133	136	88	108	106	174
ENSG00000165197	3	2	3	6	1	0	7	27	38	50	28	78
ENSG00000087842	91	110	105	77	35	23	99	108	194	184	156	136
ENSG00000186312	63	72	164	95	66	39	135	107	103	95	121	84
ENSG00000169239	139	101	236	151	92	41	233	186	183	185	154	148
ENSG00000169249	63	59	110	92	44	26	111	107	100	108	101	76
ENSG00000182287	259	220	233	210	265	181	276	313	146	166	159	143
ENSG00000047230	139	145	136	124	133	108	136	154	118	91	136	122
ENSG00000169895	660	608	1160	718	579	382	838	766	726	686	722	588
ENSG00000086712	158	196	294	262	85	77	273	313	259	236	218	205
ENSG00000102054	1200	1144	1354	1032	875	592	1398	1214	1108	944	1390	1092
ENSG00000169891	2	1	4	1	8	4	19	23	17	9	21	25
ENSG00000188158	186	207	160	151	206	161	234	256	150	138	193	161
ENSG00000047634	330	519	221	214	158	158	433	504	153	154	240	322
ENSG00000131831	15	27	2	3	1	0	1	3	20	8	56	34
ENSG00000102098	39	30	39	23	29	10	54	41	34	28	47	27
ENSG00000008086	35	8	24	20	62	23	36	20	7	7	7	5
ENSG00000237836	37	42	27	27	37	26	37	34	26	24	49	33
ENSG00000044446	268	312	249	184	257	208	353	331	178	222	222	216
ENSG00000131828	517	494	624	399	570	347	614	596	344	329	535	535
ENSG00000180815	45	52	74	37	43	33	69	54	38	45	61	63
ENSG00000147010	672	568	1446	946	654	399	1096	907	977	813	1128	866
ENSG00000173681	95	115	177	147	120	81	249	227	117	122	185	196
ENSG00000184368	0	1	4	4	7	4	25	9	17	14	22	14
ENSG00000173674	323	414	715	547	280	257	713	588	473	498	550	434
ENSG00000177189	829	606	1060	784	775	418	970	1032	724	816	931	901
ENSG00000149970	3	1	7	10	6	4	87	111	155	178	353	283
ENSG00000012174	449	414	545	484	440	276	548	526	310	329	463	481
ENSG00000230797	6	11	29	19	22	12	23	11	6	12	22	20
ENSG00000102172	355	268	499	302	910	619	402	272	323	246	468	285
ENSG00000102174	6	10	20	19	47	19	91	91	17	11	11	5
ENSG00000174028	5	13	13	2	6	12	5	3	15	13	77	18
ENSG00000123131	704	591	1599	1125	1128	738	1513	1276	904	1229	1176	1141
ENSG00000123130	588	458	794	498	741	494	668	516	376	279	648	451
ENSG00000130066	711	1105	1045	669	515	399	661	603	1206	1578	1479	1643
ENSG00000184831	44	32	55	46	45	23	58	39	47	61	72	56
ENSG00000174010	561	643	391	471	149	158	404	734	618	582	926	506
ENSG00000130741	1175	1186	1943	1242	1020	834	1763	1447	1543	1578	1716	1358
ENSG00000005889	559	486	970	700	338	176	980	1105	489	598	505	501
ENSG00000067992	22	18	40	22	75	42	22	19	11	10	13	14
ENSG00000260822	44	43	73	51	92	63	48	66	14	31	23	42
ENSG00000101868	203	142	202	107	90	64	239	153	133	74	167	131
ENSG00000198814	25	40	18	10	33	22	32	28	24	21	23	19
ENSG00000157625	253	260	341	270	204	163	362	313	228	248	289	331
ENSG00000235512	15	11	15	12	30	14	20	20	7	8	11	15
ENSG00000198947	48	48	97	67	245	168	83	65	245	259	455	404
ENSG00000147027	2511	2545	5385	3801	2743	1901	2542	2463	1972	2450	2400	2352
ENSG00000165169	391	365	610	420	582	403	352	313	303	373	387	400
ENSG00000101955	679	1006	1136	1059	287	236	1818	1782	2191	2382	1483	2030
ENSG00000156313	94	132	85	64	58	39	79	120	42	45	54	64
ENSG00000165175	410	415	376	363	261	255	374	441	339	457	568	530
ENSG00000228232	10	10	8	9	19	12	10	14	5	6	7	6
ENSG00000183337	746	1072	957	1524	331	407	796	2271	332	318	542	491
ENSG00000182220	1731	1881	3451	2384	1682	1264	2950	2604	2326	2465	3306	2927
ENSG00000185753	65	32	84	53	66	49	77	70	62	61	83	68
ENSG00000180182	425	383	633	460	514	371	649	593	410	421	587	523
ENSG00000124486	1680	1631	2853	2169	1970	1260	2251	2420	1504	1635	1809	1768
ENSG00000215301	4280	4316	6257	4757	3302	2130	5596	5752	3495	4071	3339	3539
ENSG00000147044	508	485	498	417	339	260	556	500	313	361	415	449
ENSG00000233033	31	49	46	23	28	24	34	32	35	31	46	39
ENSG00000189221	29	34	6	6	13	12	2	14	20	31	3	6
ENSG00000069509	76	95	131	74	87	46	86	88	77	93	106	97
